Maakond,Aasta,Hoone liik,Tekkepõhjus,Kuu,Hoonetulekahjud
Valga maakond,2014,Mitteeluhooned,!Sisestamata!,3,1
Tartu maakond,2014,Mitteeluhooned,!Sisestamata!,3,3
Rapla maakond,2014,Mitteeluhooned,!Sisestamata!,3,1
Lääne maakond,2014,Mitteeluhooned,!Sisestamata!,3,1
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,3,2
Võru maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,4,1
Võru maakond,2014,Eluhooned,Suitsetamisel,4,1
Võru maakond,2014,Mitteeluhooned,!Sisestamata!,4,2
Võru maakond,2014,Mitteeluhooned,Rike elektripaigaldises,4,2
Viljandi maakond,2014,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,4,1
Viljandi maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,1
Viljandi maakond,2014,Mitteeluhooned,!Sisestamata!,4,1
Viljandi maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Viljandi maakond,2014,Eluhooned,Kuritahtlik,4,1
Viljandi maakond,2014,Mitteeluhooned,Rike elektripaigaldises,4,1
Viljandi maakond,2014,Eluhooned,Rike elektriseadmes,4,2
Valga maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,1
Valga maakond,2014,Mitteeluhooned,Rike elektripaigaldises,4,1
Valga maakond,2014,Mitteeluhooned,Rike kütteseadmes,4,2
Valga maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,4,1
Valga maakond,2014,Mitteeluhooned,!Sisestamata!,4,5
Tartu maakond,2014,Mitteeluhooned,Muu hooletus,4,2
Tartu maakond,2014,Eluhooned,Suitsetamisel,4,2
Tartu maakond,2014,Eluhooned,Rike elektripaigaldises,4,2
Tartu maakond,2014,Eluhooned,Kuritahtlik,4,2
Tartu maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,4,1
Tartu maakond,2014,Mitteeluhooned,Rike elektripaigaldises,4,1
Tartu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,4,4
Tartu maakond,2014,Mitteeluhooned,!Sisestamata!,4,5
Tartu maakond,2014,!Sisestamata!,Lahtise tule kasutamisel,4,1
Tartu maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,4,1
Tartu maakond,2014,Mitteeluhooned,Suitsetamisel,4,1
Tartu maakond,2014,Eluhooned,Konstruktsioonipuudus,4,1
Saare maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,4,1
Saare maakond,2014,Eluhooned,Kindlaks tegemata põhjus,4,1
Saare maakond,2014,Mitteeluhooned,!Sisestamata!,4,1
Rapla maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,1
Rapla maakond,2014,Mitteeluhooned,Rike elektripaigaldises,4,3
Rapla maakond,2014,Mitteeluhooned,!Sisestamata!,4,2
Rapla maakond,2014,Eluhooned,Rike elektripaigaldises,4,1
Pärnu maakond,2014,Mitteeluhooned,!Sisestamata!,4,3
Pärnu maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,4,1
Pärnu maakond,2014,Mitteeluhooned,Rike kütteseadmes,4,1
Pärnu maakond,2014,Eluhooned,!Sisestamata!,4,1
Pärnu maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,1
Pärnu maakond,2014,Eluhooned,Rike elektriseadmes,4,1
Pärnu maakond,2014,Mitteeluhooned,Kulu põletamine,4,1
Pärnu maakond,2014,Eluhooned,Kuritahtlik,4,4
Pärnu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,4,8
Pärnu maakond,2014,Mitteeluhooned,Rike elektripaigaldises,4,1
Põlva maakond,2014,Eluhooned,Kütteseadmete kasutamisel,4,1
Põlva maakond,2014,Eluhooned,Rike elektripaigaldises,4,1
Põlva maakond,2014,Mitteeluhooned,!Sisestamata!,4,1
Lääne-Viru maakond,2014,Eluhooned,Konstruktsioonipuudus,4,1
Lääne-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Lääne-Viru maakond,2014,Eluhooned,Elektriseadmete kasutamisel,4,1
Lääne-Viru maakond,2014,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,4,2
Lääne-Viru maakond,2014,Eluhooned,Kuritahtlik,4,1
Lääne-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,2
Lääne-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,4,5
Lääne-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,4,1
Lääne-Viru maakond,2014,Eluhooned,Suitsetamisel,4,1
Lääne-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),4,1
Lääne-Viru maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,4,1
Lääne-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,4,4
Lääne maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Lääne maakond,2014,Eluhooned,Suitsetamisel,4,1
Lääne maakond,2014,Eluhooned,Kütteseadmete kasutamisel,4,1
Lääne maakond,2014,Eluhooned,Rike elektripaigaldises,4,1
Lääne maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,1
Järva maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,4,1
Järva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,4,1
Järva maakond,2014,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,4,1
Järva maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,1
Järva maakond,2014,Mitteeluhooned,Muu hooletus,4,1
Järva maakond,2014,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",4,1
Järva maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,4,1
Jõgeva maakond,2014,Eluhooned,Suitsetamisel,4,1
Jõgeva maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,4,2
Jõgeva maakond,2014,Mitteeluhooned,Rike elektriseadmes,4,1
Jõgeva maakond,2014,Eluhooned,"Tahma süttimine suitsulõõris - tahmapõleng, tekkis kahju",4,1
Jõgeva maakond,2014,Eluhooned,Rike elektripaigaldises,4,1
Jõgeva maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,1
Jõgeva maakond,2014,Mitteeluhooned,Kuritahtlik,4,1
Ida-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),4,1
Ida-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,5
Ida-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,4,1
Ida-Viru maakond,2014,Eluhooned,Kuritahtlik,4,4
Ida-Viru maakond,2014,Eluhooned,!Sisestamata!,4,1
Ida-Viru maakond,2014,Eluhooned,Suitsetamisel,4,4
Ida-Viru maakond,2014,Mitteeluhooned,Kulu põletamine,4,1
Ida-Viru maakond,2014,Mitteeluhooned,Kuritahtlik,4,2
Ida-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,4,7
Ida-Viru maakond,2014,Mitteeluhooned,Suitsetamisel,4,1
Ida-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,4,1
Ida-Viru maakond,2014,Eluhooned,Elektriseadmete kasutamisel,4,1
Ida-Viru maakond,2014,Eluhooned,Kulu põletamine,4,2
Ida-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,4,9
Hiiu maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,4,1
Harju maakond,2014,Eluhooned,Lahtise tule kasutamisel,4,14
Harju maakond,2014,Mitteeluhooned,Rike kütteseadmes,4,1
Harju maakond,2014,Mitteeluhooned,Toiduvalmistamisel (kõrbemine),4,2
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,4,19
Harju maakond,2014,Eluhooned,!Sisestamata!,4,2
Harju maakond,2014,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,4,2
Harju maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,4,1
Harju maakond,2014,Eluhooned,Teadmatus,4,2
Harju maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,4,1
Harju maakond,2014,Mitteeluhooned,Tuletöödel,4,2
Harju maakond,2014,Mitteeluhooned,Kuritahtlik,4,5
Harju maakond,2014,Eluhooned,Rike elektripaigaldises,4,6
Harju maakond,2014,Eluhooned,Kütteseadmete kasutamisel,4,4
Harju maakond,2014,Eluhooned,Suitsetamisel,4,4
Harju maakond,2014,Eluhooned,Kuritahtlik,4,2
Harju maakond,2014,Eluhooned,Elektriseadmete kasutamisel,4,1
Harju maakond,2014,Eluhooned,Kindlaks tegemata põhjus,4,2
Harju maakond,2014,Eluhooned,Rike elektriseadmes,4,1
Harju maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,4,22
Võru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,5,1
Võru maakond,2014,Eluhooned,Suitsetamisel,5,1
Võru maakond,2014,Eluhooned,Kütteseadmete kasutamisel,5,1
Võru maakond,2014,Mitteeluhooned,Rike elektripaigaldises,5,1
Võru maakond,2014,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,5,1
Võru maakond,2014,Mitteeluhooned,!Sisestamata!,5,1
Viljandi maakond,2014,Mitteeluhooned,Suitsetamisel,5,1
Viljandi maakond,2014,Eluhooned,Kuritahtlik,5,1
Viljandi maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Viljandi maakond,2014,Eluhooned,!Sisestamata!,5,1
Viljandi maakond,2014,Eluhooned,Rike kütteseadmes,5,1
Valga maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Valga maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,5,1
Valga maakond,2014,Eluhooned,Lahtise tule kasutamisel,5,1
Valga maakond,2014,Mitteeluhooned,Tehnilise seadme rike,5,1
Valga maakond,2014,Mitteeluhooned,Rike kütteseadmes,5,1
Valga maakond,2014,Mitteeluhooned,!Sisestamata!,5,1
Tartu maakond,2014,Mitteeluhooned,Rike elektripaigaldises,5,2
Tartu maakond,2014,Eluhooned,Suitsetamisel,5,1
Tartu maakond,2014,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,5,1
Tartu maakond,2014,Eluhooned,Lahtise tule kasutamisel,5,1
Tartu maakond,2014,Eluhooned,Rike kütteseadmes,5,1
Tartu maakond,2014,Eluhooned,Tuletöödel,5,1
Tartu maakond,2014,Eluhooned,!Sisestamata!,5,1
Tartu maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,5,1
Tartu maakond,2014,Mitteeluhooned,!Sisestamata!,5,4
Tartu maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,5,1
Tartu maakond,2014,Eluhooned,Elektriseadmete kasutamisel,5,1
Tartu maakond,2014,Mitteeluhooned,Tehnilise seadme rike,5,1
Saare maakond,2014,Mitteeluhooned,!Sisestamata!,5,1
Saare maakond,2014,Eluhooned,Rike elektripaigaldises,5,2
Saare maakond,2014,Mitteeluhooned,Rike elektripaigaldises,5,1
Rapla maakond,2014,Mitteeluhooned,Rike elektriseadmes,5,1
Rapla maakond,2014,Mitteeluhooned,!Sisestamata!,5,1
Rapla maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,5,1
Rapla maakond,2014,Eluhooned,Suitsetamisel,5,1
Rapla maakond,2014,Mitteeluhooned,Muu hooletus,5,1
Pärnu maakond,2014,Mitteeluhooned,Rike kütteseadmes,5,1
Pärnu maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,5,1
Pärnu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,5,1
Pärnu maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,5,1
Pärnu maakond,2014,Eluhooned,Lahtise tule kasutamisel,5,2
Pärnu maakond,2014,Mitteeluhooned,!Sisestamata!,5,3
Lääne-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,5,1
Lääne-Viru maakond,2014,Mitteeluhooned,Rike elektriseadmes,5,1
Lääne-Viru maakond,2014,Eluhooned,Rike elektriseadmes,5,1
Lääne-Viru maakond,2014,Mitteeluhooned,Tehnilise seadme rike,5,1
Lääne-Viru maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",5,1
Lääne-Viru maakond,2014,Eluhooned,"Pikselöök, keravälk",5,1
Lääne-Viru maakond,2014,Mitteeluhooned,Tuletöödel,5,1
Lääne-Viru maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,5,1
Lääne-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,5,1
Lääne-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,5,1
Lääne maakond,2014,Mitteeluhooned,Rike elektripaigaldises,5,1
Järva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,5,4
Järva maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,5,2
Jõgeva maakond,2014,Eluhooned,Rike elektripaigaldises,5,1
Ida-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,5,5
Ida-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,5,6
Ida-Viru maakond,2014,Mitteeluhooned,Suitsetamisel,5,1
Ida-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,5,9
Ida-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,5,1
Ida-Viru maakond,2014,Eluhooned,Laste mängimine lahtise tulega,5,1
Ida-Viru maakond,2014,Eluhooned,Kuritahtlik,5,1
Ida-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),5,2
Ida-Viru maakond,2014,Eluhooned,Suitsetamisel,5,3
Ida-Viru maakond,2014,Eluhooned,Kütteseadmete kasutamisel,5,1
Ida-Viru maakond,2014,Mitteeluhooned,Rike elektriseadmes,5,1
Ida-Viru maakond,2014,Mitteeluhooned,Rike elektripaigaldises,5,1
Ida-Viru maakond,2014,Eluhooned,Rike elektriseadmes,5,1
Ida-Viru maakond,2014,Eluhooned,Elektriseadmete kasutamisel,5,2
Ida-Viru maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,5,2
Ida-Viru maakond,2014,Mitteeluhooned,Kuritahtlik,5,3
Ida-Viru maakond,2014,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,5,1
Ida-Viru maakond,2014,Mitteeluhooned,Muu hooletus,5,1
Ida-Viru maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,5,1
Harju maakond,2014,Mitteeluhooned,Rike elektripaigaldises,5,1
Harju maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,5,3
Harju maakond,2014,Mitteeluhooned,Rike elektriseadmes,5,2
Harju maakond,2014,Eluhooned,Kuritahtlik,5,2
Harju maakond,2014,Mitteeluhooned,Kuritahtlik,5,11
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,5,22
Harju maakond,2014,Eluhooned,Rike elektripaigaldises,5,2
Harju maakond,2014,Mitteeluhooned,Suitsetamisel,5,2
Harju maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,5,1
Harju maakond,2014,Mitteeluhooned,Rike kütteseadmes,5,1
Harju maakond,2014,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,5,1
Harju maakond,2014,Eluhooned,Lahtise tule kasutamisel,5,9
Harju maakond,2014,Eluhooned,!Sisestamata!,5,3
Harju maakond,2014,Eluhooned,Tuletöödel,5,2
Harju maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,5,24
Harju maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,5,1
Harju maakond,2014,Eluhooned,Suitsetamisel,5,6
Harju maakond,2014,Mitteeluhooned,Tuletöödel,5,2
Harju maakond,2014,Eluhooned,Kindlaks tegemata põhjus,5,5
Harju maakond,2014,Mitteeluhooned,Elektriseadmete kasutamisel,5,1
Harju maakond,2014,Eluhooned,Rike elektriseadmes,5,2
Harju maakond,2014,Eluhooned,Konstruktsioonipuudus,5,1
Harju maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,5,1
Harju maakond,2014,Eluhooned,Elektriseadmete kasutamisel,5,1
Harju maakond,2014,Eluhooned,Kütteseadmete kasutamisel,5,1
Harju maakond,2014,Eluhooned,Rike kütteseadmes,5,1
Võru maakond,2014,Mitteeluhooned,Tehnilise seadme rike,6,1
Võru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Võru maakond,2014,Eluhooned,Tahma süttimine suitsulõõris - tahmapõleng korstnas,6,1
Viljandi maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Viljandi maakond,2014,Mitteeluhooned,Kuritahtlik,6,1
Viljandi maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Valga maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Valga maakond,2014,Mitteeluhooned,Rike elektriseadmes,6,2
Tartu maakond,2014,Eluhooned,Rike elektripaigaldises,6,2
Tartu maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,6,1
Tartu maakond,2014,Eluhooned,Kuritahtlik,6,2
Tartu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Tartu maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Tartu maakond,2014,Eluhooned,Muu ebaõige käitumine,6,1
Tartu maakond,2014,Eluhooned,Suitsetamisel,6,2
Tartu maakond,2014,Mitteeluhooned,Muu hooletus,6,1
Saare maakond,2014,Eluhooned,Rike kütteseadmes,6,1
Saare maakond,2014,Eluhooned,Kütteseadmete kasutamisel,6,1
Saare maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,6,2
Saare maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Saare maakond,2014,Eluhooned,Tehnilise seadme rike,6,1
Rapla maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Rapla maakond,2014,Eluhooned,Konstruktsioonipuudus,6,1
Rapla maakond,2014,Eluhooned,Suitsetamisel,6,1
Rapla maakond,2014,Mitteeluhooned,Suitsetamisel,6,1
Pärnu maakond,2014,Eluhooned,Rike elektripaigaldises,6,1
Pärnu maakond,2014,Eluhooned,!Sisestamata!,6,2
Pärnu maakond,2014,Eluhooned,Kuritahtlik,6,1
Pärnu maakond,2014,Eluhooned,Rike elektriseadmes,6,1
Pärnu maakond,2014,Eluhooned,"Pikselöök, keravälk",6,1
Pärnu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Pärnu maakond,2014,Mitteeluhooned,Rike elektripaigaldises,6,1
Pärnu maakond,2014,Mitteeluhooned,!Sisestamata!,6,2
Põlva maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",6,1
Põlva maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Lääne-Viru maakond,2014,Eluhooned,Kuritahtlik,6,1
Lääne-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,6,2
Lääne-Viru maakond,2014,Mitteeluhooned,Rike elektripaigaldises,6,1
Lääne-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,3
Lääne-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,6,1
Lääne maakond,2014,Eluhooned,Rike kütteseadmes,6,1
Lääne maakond,2014,Mitteeluhooned,!Sisestamata!,6,1
Lääne maakond,2014,Eluhooned,Rike elektripaigaldises,6,1
Lääne maakond,2014,Eluhooned,Konstruktsioonipuudus,6,1
Järva maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,6,1
Järva maakond,2014,Eluhooned,Rike elektriseadmes,6,1
Järva maakond,2014,Eluhooned,Lahtise tule kasutamisel,6,1
Järva maakond,2014,Eluhooned,Konstruktsioonipuudus,6,1
Jõgeva maakond,2014,Eluhooned,Suitsetamisel,6,1
Jõgeva maakond,2014,Mitteeluhooned,Suitsetamisel,6,1
Jõgeva maakond,2014,Mitteeluhooned,Rike kütteseadmes,6,1
Jõgeva maakond,2014,Eluhooned,Muu hooletus,6,1
Jõgeva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,1
Ida-Viru maakond,2014,Eluhooned,Suitsetamisel,6,5
Ida-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),6,1
Ida-Viru maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,6,1
Ida-Viru maakond,2014,Mitteeluhooned,Rike kütteseadmes,6,2
Ida-Viru maakond,2014,Eluhooned,Elektriseadmete kasutamisel,6,1
Ida-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,8
Ida-Viru maakond,2014,Eluhooned,Rike elektriseadmes,6,1
Ida-Viru maakond,2014,Eluhooned,Laste mängimine lahtise tulega,6,1
Ida-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,6,3
Ida-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,6,1
Ida-Viru maakond,2014,Mitteeluhooned,Kuritahtlik,6,1
Ida-Viru maakond,2014,Mitteeluhooned,Toiduvalmistamisel (kõrbemine),6,1
Ida-Viru maakond,2014,Eluhooned,Tuletöödel,6,1
Ida-Viru maakond,2014,Eluhooned,!Sisestamata!,6,2
Ida-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,6,2
Hiiu maakond,2014,Eluhooned,Lahtise tule kasutamisel,6,1
Harju maakond,2014,Mitteeluhooned,Rike elektriseadmes,6,1
Harju maakond,2014,Eluhooned,Suitsetamisel,6,2
Harju maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,6,27
Harju maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",6,1
Harju maakond,2014,Mitteeluhooned,Kindlaks tegemata põhjus,6,4
Harju maakond,2014,Mitteeluhooned,Kuritahtlik,6,5
Harju maakond,2014,Eluhooned,Lahtise tule kasutamisel,6,15
Harju maakond,2014,Mitteeluhooned,Tuletöödel,6,1
Harju maakond,2014,Eluhooned,Rike elektriseadmes,6,2
Harju maakond,2014,Eluhooned,Laste mängimine lahtise tulega,6,1
Harju maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,6,2
Harju maakond,2014,Eluhooned,"Pikselöök, keravälk",6,2
Harju maakond,2014,Eluhooned,Rike elektripaigaldises,6,1
Harju maakond,2014,!Sisestamata!,Muu hooletus,6,1
Harju maakond,2014,Mitteeluhooned,!Sisestamata!,6,6
Harju maakond,2014,Mitteeluhooned,Laste mängimine lahtise tulega,6,1
Võru maakond,2014,Mitteeluhooned,Rike elektriseadmes,7,1
Võru maakond,2014,Mitteeluhooned,Kuritahtlik,7,1
Võru maakond,2014,Eluhooned,"Pikselöök, keravälk",7,1
Viljandi maakond,2014,Mitteeluhooned,Kuritahtlik,7,1
Viljandi maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,7,1
Viljandi maakond,2014,Eluhooned,"Pikselöök, keravälk",7,1
Viljandi maakond,2014,Mitteeluhooned,Rike elektriseadmes,7,1
Viljandi maakond,2014,Eluhooned,Kindlaks tegemata põhjus,7,1
Viljandi maakond,2014,Mitteeluhooned,Tehnilise seadme rike,7,1
Valga maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",7,1
Valga maakond,2014,Eluhooned,Lahtise tule kasutamisel,7,1
Valga maakond,2014,Eluhooned,Suitsetamisel,7,1
Tartu maakond,2014,Eluhooned,Rike elektripaigaldises,7,2
Tartu maakond,2014,Eluhooned,Kuritahtlik,7,3
Tartu maakond,2014,Eluhooned,Lahtise tule kasutamisel,7,2
Tartu maakond,2014,Mitteeluhooned,Rike elektripaigaldises,7,2
Tartu maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",7,2
Tartu maakond,2014,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,7,1
Tartu maakond,2014,Mitteeluhooned,Summutist jt seadmetest lenduvad sädemed,7,1
Tartu maakond,2014,Mitteeluhooned,Suitsetamisel,7,1
Tartu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,7,1
Saare maakond,2014,Mitteeluhooned,!Sisestamata!,7,1
Rapla maakond,2014,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,7,1
Rapla maakond,2014,Mitteeluhooned,!Sisestamata!,7,1
Rapla maakond,2014,Eluhooned,Rike elektriseadmes,7,1
Pärnu maakond,2014,Eluhooned,Kuritahtlik,7,1
Pärnu maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,7,1
Pärnu maakond,2014,Mitteeluhooned,Rike elektriseadmes,7,1
Pärnu maakond,2014,Eluhooned,"Pikselöök, keravälk",7,1
Pärnu maakond,2014,Eluhooned,Suitsetamisel,7,1
Pärnu maakond,2014,Mitteeluhooned,!Sisestamata!,7,2
Pärnu maakond,2014,Eluhooned,Lahtise tule kasutamisel,7,2
Pärnu maakond,2014,Eluhooned,Muu ebaõige käitumine,7,1
Põlva maakond,2014,Mitteeluhooned,"Pikselöök, keravälk",7,2
Lääne-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,7,1
Lääne-Viru maakond,2014,Eluhooned,Rike elektripaigaldises,7,1
Lääne-Viru maakond,2014,Mitteeluhooned,Rike elektriseadmes,7,1
Lääne-Viru maakond,2014,Mitteeluhooned,Kütteseadmete kasutamisel,7,1
Lääne-Viru maakond,2014,Eluhooned,"Pikselöök, keravälk",7,1
Lääne-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),7,1
Lääne-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,7,1
Lääne-Viru maakond,2014,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,7,1
Lääne-Viru maakond,2014,Mitteeluhooned,Rike kütteseadmes,7,1
Lääne maakond,2014,Eluhooned,Suitsetamisel,7,1
Lääne maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,7,1
Lääne maakond,2014,Mitteeluhooned,!Sisestamata!,7,2
Järva maakond,2014,Mitteeluhooned,Isesüttivate ainete ja materjalide hoidmisel,7,1
Järva maakond,2014,Mitteeluhooned,Tehnilise seadme rike,7,1
Järva maakond,2014,Mitteeluhooned,!Sisestamata!,7,1
Jõgeva maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,7,2
Jõgeva maakond,2014,Eluhooned,Kuritahtlik,7,1
Jõgeva maakond,2014,Eluhooned,Elektriseadmete kasutamisel,7,1
Jõgeva maakond,2014,Mitteeluhooned,Mootorsõiduki elektri- ja toitesüsteemi rike,7,1
Ida-Viru maakond,2014,Eluhooned,Lahtise tule kasutamisel,7,6
Ida-Viru maakond,2014,Eluhooned,Kindlaks tegemata põhjus,7,1
Ida-Viru maakond,2014,Mitteeluhooned,Kuritahtlik,7,2
Ida-Viru maakond,2014,Mitteeluhooned,!Sisestamata!,7,5
Ida-Viru maakond,2014,Mitteeluhooned,Tuletöödel,7,1
Ida-Viru maakond,2014,Eluhooned,!Sisestamata!,7,1
Ida-Viru maakond,2014,Eluhooned,Suitsetamisel,7,1
Ida-Viru maakond,2014,Mitteeluhooned,Lahtise tule kasutamisel,7,10
Ida-Viru maakond,2014,Mitteeluhooned,Suitsetamisel,7,1
Ida-Viru maakond,2014,Eluhooned,Toiduvalmistamisel (kõrbemine),7,1
Ida-Viru maakond,2014,Eluhooned,Muu hooletus,7,1
Harju maakond,2014,Eluhooned,Suitsetamisel,7,2
Harju maakond,2014,Mitteeluhooned,Tehnoloogilise protsessi teostamisel,7,1
Harju maakond,2014,Eluhooned,Muu hooletus,7,1
Harju maakond,2014,Mitteeluhooned,Konstruktsioonipuudus,7,1
Harju maakond,2014,Eluhooned,Lahtise tule kasutamisel,7,7
